ÖSYM Program Kodu,Üniversite Türü,Üniversite,Fakülte / Yüksekokul,Puan Türü,Burs Türü,Genel Kontenjan,Okul Birincisi Kontenjanı,Toplam Kontenjan,Genel Kontenjana Yerleşen,Okul Birincisi Kontenjanına Yerleşen,Toplam Yerleşen,Boş Kalan Kontenjan,İlk Yerleşme Oranı,Yerleşip Kayıt Yaptırmayan,Ek Yerleşen,,,,"0,12 Katsayı ile Yerleşen Son Kişinin Başarı Sırası","0,12 + 0,06 Katsayı ile Yerleşen Son Kişinin Başarı Sırası",2018'de Yerleşip 2019'de OBP'si Kırılarak Yerleşen Sayısı,Yerleşenlerin Ortalama OBP'si,Yerleşenlerin Ortalama Diploma Notu,Yil
103510305,Devlet,ERCİYES ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,Ücretsiz,90,3,93,90,3,93,---,"% 100,0",---,---,"385,05525",---,"439,59766",62.504,---,1,"427,60167","85,5",2018
103810268,Devlet,ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,SAY,Ücretsiz,90,3,93,90,3,93,---,"% 100,0",---,---,"406,02002",---,"424,22947",48.319,---,1,"437,86833","87,6",2018
112410449,Devlet,ESKİŞEHİR TEKNİK ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,SAY,Ücretsiz,100,3,103,100,3,103,---,"% 100,0",1,1,"413,46110",---,"440,38279",43.813,---,1,"438,70450","87,7",2018
103910858,Devlet,FIRAT ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,Ücretsiz,80,2,82,80,2,82,---,"% 100,0",1,1,"341,68084",---,"410,18843",100.481,---,1,"423,93875","84,8",2018
104110687,Devlet,GAZİ ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,Ücretsiz,100,3,103,100,3,103,---,"% 100,0",2,1,"426,23605",---,"465,54176",36.448,---,1,"442,81350","88,6",2018
104210429,Devlet,GAZİANTEP ÜNİVERSİTESİ,Mimarlık Fakültesi,SAY,Ücretsiz,60,2,62,60,2,62,---,"% 100,0",1,---,"372,91872",---,"422,09505",71.724,---,2,"429,11250","85,8",2018
104410066,Devlet,GEBZE TEKNİK ÜNİVERSİTESİ,Mimarlık Fakültesi,SAY,Ücretsiz,80,2,82,80,2,82,---,"% 100,0",---,---,"407,29049",---,"433,02952",47.562,---,2,"432,60438","86,5",2018
105090103,Devlet,HARRAN ÜNİVERSİTESİ ,Güzel Sanatlar Fakültesi,SAY,Ücretsiz,60,2,62,60,2,62,---,"% 100,0",1,1,"322,69040",---,"414,10057",123.441,---,1,"416,99500","83,4",2018
107710415,Devlet,HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,Mimarlık Fakültesi,SAY,Ücretsiz,70,2,72,70,2,72,---,"% 100,0",---,---,"341,31628",---,"397,14663",100.883,---,---,"420,17286","84,0",2018
2018
105510477,Devlet,İSTANBUL TEKNİK ÜNİVERSİTESİ,Mimarlık Fakültesi,SAY,Ücretsiz,110,3,113,110,3,113,---,"% 100,0",---,---,"458,02050",---,"531,64774",20.559,---,---,"454,19587","90,8",2018
105510865,Devlet,İSTANBUL TEKNİK ÜNİVERSİTESİ,Mimarlık Fakültesi,SAY,Ücretsiz,60,2,62,60,2,62,---,"% 100,0",---,---,"479,74026",---,"530,09851",11.972,---,---,"463,89500","92,8",2018
2018
2018
2018
105810041,Devlet,İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,Mimarlık Fakültesi,SAY,Ücretsiz,80,2,82,80,2,82,---,"% 100,0",---,---,"425,82306",---,"497,84852",36.688,---,---,"449,13313","89,8",2018
106110884,Devlet,KARABÜK ÜNİVERSİTESİ,Mimarlık Fakültesi,SAY,Ücretsiz,70,2,72,70,2,72,---,"% 100,0",2,2,"352,88956",---,"394,39285",89.227,---,2,"423,88429","84,8",2018
106210335,Devlet,KARADENİZ TEKNİK ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,Ücretsiz,100,3,103,100,3,103,---,"% 100,0",---,---,"393,88129",---,"436,23217",56.303,---,---,"433,93800","86,8",2018
106710278,Devlet,KIRKLARELİ ÜNİVERSİTESİ,Mimarlık Fakültesi,SAY,Ücretsiz,80,2,82,80,2,82,---,"% 100,0",---,---,"342,36206",---,"397,24715",99.766,---,---,"415,68750","83,1",2018
106910276,Devlet,KOCAELİ ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,SAY,Ücretsiz,100,3,103,100,3,103,---,"% 100,0",1,---,"398,14180",---,"431,78258",53.388,---,---,"435,22300","87,0",2018
111310694,Devlet,KONYA TEKNİK ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,SAY,Ücretsiz,100,3,103,100,3,103,---,"% 100,0",1,1,"391,28180",---,"438,66059",58.104,---,---,"441,18850","88,2",2018
107110015,Devlet,MARDİN ARTUKLU ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,SAY,Ücretsiz,70,2,72,71,1,72,---,"% 100,0",2,1,"325,32662",---,"385,42715",119.967,---,---,"413,45915","82,7",2018
107410287,Devlet,MERSİN ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,Ücretsiz,80,2,82,80,2,82,---,"% 100,0",1,1,"376,50457",---,"441,07181",68.970,---,---,"432,51250","86,5",2018
107510092,Devlet,MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,Ücretsiz,110,3,113,110,3,113,---,"% 100,0",---,---,"439,05439",---,"457,30625",29.679,---,---,"445,19909","89,0",2018
107690157,Devlet,MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ,Mimarlık Fakültesi,SAY,Ücretsiz,60,2,62,60,2,62,---,"% 100,0",---,---,"371,01850",---,"400,16300",73.226,---,---,"426,24417","85,2",2018
107010519,Devlet,NECMETTİN ERBAKAN ÜNİVERSİTESİ ,Mühendislik ve Mimarlık Fakültesi,SAY,Ücretsiz,80,2,82,80,2,82,---,"% 100,0",---,---,"377,23782",---,"417,82439",68.380,---,1,"439,50375","87,9",2018
108110357,Devlet,NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,Ücretsiz,60,2,62,60,2,62,---,"% 100,0",1,1,"345,38021",---,"381,89316",96.609,---,---,"431,45833","86,3",2018
108210965,Devlet,ONDOKUZ MAYIS ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,Ücretsiz,70,2,72,70,2,72,---,"% 100,0",---,---,"387,04296",---,"433,93340",61.099,---,---,"430,63286","86,1",2018
108410318,Devlet,ORTA DOĞU TEKNİK ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,Ücretsiz,100,3,103,100,3,103,---,"% 100,0",---,---,"469,54204",---,"538,36112",15.729,---,---,"460,16800","92,0",2018
108610722,Devlet,PAMUKKALE ÜNİVERSİTESİ ,Mimarlık ve Tasarım Fakültesi,SAY,Ücretsiz,70,2,72,70,2,72,---,"% 100,0",---,---,"384,97731",---,"426,73298",62.580,---,---,"436,62643","87,3",2018
108810871,Devlet,SAKARYA ÜNİVERSİTESİ ,"Sanat, Tasarım ve Mimarlık Fakültesi",SAY,Ücretsiz,70,2,72,70,2,72,---,"% 100,0",1,1,"389,02265",---,"428,54060",59.703,---,---,"427,55071","85,5",2018
109010346,Devlet,SİİRT ÜNİVERSİTESİ,Güzel Sanatlar ve Tasarım Fakültesi,SAY,Ücretsiz,60,2,62,62,---,62,---,"% 100,0",3,1,"311,65766",---,"355,03934",138.977,---,---,"401,81129","80,4",2018
102610776,Devlet,SİVAS CUMHURİYET ÜNİVERSİTESİ,Mimarlık Fakültesi,SAY,Ücretsiz,70,2,72,70,2,72,---,"% 100,0",1,1,"350,92128",---,"402,01699",91.042,---,1,"422,16643","84,4",2018
109210308,Devlet,SÜLEYMAN DEMİREL ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,Ücretsiz,80,2,82,80,2,82,---,"% 100,0",---,---,"373,80426",---,"422,54604",71.076,---,1,"435,53125","87,1",2018
107910352,Devlet,TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ,"Güzel Sanatlar, Tasarım ve Mimarlık Fakültesi",SAY,Ücretsiz,70,2,72,70,2,72,---,"% 100,0",---,---,"357,42687",---,"382,86118",85.001,---,---,"420,44857","84,1",2018
109410218,Devlet,TRAKYA ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,Ücretsiz,100,3,103,100,3,103,---,"% 100,0",2,2,"367,73138",---,"416,46840",75.982,---,2,"428,32450","85,7",2018
2018
110210718,Devlet,VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,SAY,Ücretsiz,70,2,72,70,2,72,---,"% 100,0",3,2,"336,76272",---,"406,25626",105.862,---,---,"413,10929","82,6",2018
110110252,Devlet,YILDIZ TEKNİK ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,Ücretsiz,140,4,144,140,4,144,---,"% 100,0",---,---,"436,51312",---,"456,67121",31.002,---,---,"445,21143","89,0",2018
110110482,Devlet,YILDIZ TEKNİK ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,Ücretsiz,50,2,52,50,2,52,---,"% 100,0",---,---,"450,21236",---,"467,57842",24.148,---,---,"454,52900","90,9",2018
102310107,Devlet,YOZGAT BOZOK ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,SAY,Ücretsiz,70,2,72,70,2,72,---,"% 100,0",2,2,"335,22651",---,"392,07729",107.686,---,1,"419,33500","83,9",2018
206990054,Vakıf,ALANYA HAMDULLAH EMİN PAŞA ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,Burslu,4,---,4,4,---,4,---,"% 100,0",---,---,"350,38604",---,"377,11934",91.547,---,---,"424,17500","84,8",2018
206990055,Vakıf,ALANYA HAMDULLAH EMİN PAŞA ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,%50 İndirimli,24,---,24,24,---,24,---,"% 100,0",---,---,"276,77161",---,"333,59834",206.467,---,---,"406,83958","81,4",2018
206990056,Vakıf,ALANYA HAMDULLAH EMİN PAŞA ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,%25 İndirimli,10,---,10,5,---,5,5,"% 50,0",---,---,Dolmadı,Dolmadı,"275,67247",Dolmadı,Dolmadı,---,"396,79000","79,4",2018
206910027,Vakıf,ALANYA HAMDULLAH EMİN PAŞA ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,Burslu,4,---,4,4,---,4,---,"% 100,0",1,---,"362,38699",---,"370,85427",80.576,---,---,"444,75000","89,0",2018
206910045,Vakıf,ALANYA HAMDULLAH EMİN PAŞA ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,%50 İndirimli,24,---,24,11,---,11,13,"% 45,8",---,2,Dolmadı,Dolmadı,"306,69115",Dolmadı,Dolmadı,---,"382,17273","76,4",2018
206910054,Vakıf,ALANYA HAMDULLAH EMİN PAŞA ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,%25 İndirimli,10,---,10,---,---,0,10,"% 0,0",---,---,Dolmadı,Dolmadı,---,Dolmadı,Dolmadı,---,"0,00000","0,0",2018
202911249,Vakıf,ALTINBAŞ ÜNİVERSİTESİ ,Mühendislik ve Doğa Bilimleri Fakültesi,SAY,Burslu,5,---,5,5,---,5,---,"% 100,0",---,---,"369,54745",---,"380,97593",74.479,---,---,"448,50000","89,7",2018
202911258,Vakıf,ALTINBAŞ ÜNİVERSİTESİ ,Mühendislik ve Doğa Bilimleri Fakültesi,SAY,%50 İndirimli,45,---,45,7,---,7,38,"% 15,6",---,---,Dolmadı,Dolmadı,"271,97368",Dolmadı,Dolmadı,---,"404,37857","80,9",2018
202910172,Vakıf,ALTINBAŞ ÜNİVERSİTESİ ,Mühendislik ve Doğa Bilimleri Fakültesi,SAY,Burslu,6,---,6,6,---,6,---,"% 100,0",---,---,"376,11861",---,"397,54745",69.288,---,---,"435,13333","87,0",2018
202910727,Vakıf,ALTINBAŞ ÜNİVERSİTESİ ,Mühendislik ve Doğa Bilimleri Fakültesi,SAY,%50 İndirimli,54,---,54,2,---,2,52,"% 3,7",---,---,Dolmadı,Dolmadı,"263,49379",Dolmadı,Dolmadı,---,"395,55000","79,1",2018
206410465,Vakıf,ANTALYA BİLİM ÜNİVERSİTESİ,Güzel Sanatlar ve Mimarlık Fakültesi,SAY,Burslu,6,---,6,6,---,6,---,"% 100,0",---,---,"402,74236",---,"434,13002",50.489,---,---,"444,79167","89,0",2018
206410483,Vakıf,ANTALYA BİLİM ÜNİVERSİTESİ,Güzel Sanatlar ve Mimarlık Fakültesi,SAY,%50 İndirimli,18,---,18,18,---,18,---,"% 100,0",---,---,"323,83524",---,"401,25207",121.950,---,1,"435,41389","87,1",2018
206410492,Vakıf,ANTALYA BİLİM ÜNİVERSİTESİ,Güzel Sanatlar ve Mimarlık Fakültesi,SAY,%25 İndirimli,18,---,18,18,---,18,---,"% 100,0",---,---,"263,40647",---,"322,32826",243.694,---,---,"417,31111","83,5",2018
200210731,Vakıf,ATILIM ÜNİVERSİTESİ ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,SAY,Ücretli,24,---,24,24,---,24,---,"% 100,0",2,---,"263,69479",---,"293,63649",242.799,---,---,"403,22917","80,6",2018
200210749,Vakıf,ATILIM ÜNİVERSİTESİ ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,SAY,Burslu,6,---,6,6,---,6,---,"% 100,0",---,---,"404,76605",---,"412,57356",49.110,---,---,"460,12500","92,0",2018
200210846,Vakıf,ATILIM ÜNİVERSİTESİ ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,SAY,%50 İndirimli,6,---,6,6,---,6,---,"% 100,0",---,---,"355,88469",---,"399,26168",86.425,---,---,"452,94167","90,6",2018
200210873,Vakıf,ATILIM ÜNİVERSİTESİ ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,SAY,%25 İndirimli,24,---,24,24,---,24,---,"% 100,0",---,---,"296,99951",---,"330,78389",163.211,---,---,"426,78125","85,4",2018
200310078,Vakıf,AVRASYA ÜNİVERSİTESİ ,Mühendislik ve Mimarlık Fakültesi,SAY,Ücretli,54,---,54,16,---,16,38,"% 29,6",2,---,Dolmadı,Dolmadı,"343,51505",Dolmadı,Dolmadı,---,"407,24375","81,4",2018
200310087,Vakıf,AVRASYA ÜNİVERSİTESİ ,Mühendislik ve Mimarlık Fakültesi,SAY,Burslu,6,---,6,6,---,6,---,"% 100,0",---,---,"355,32235",---,"389,57401",86.945,---,---,"434,03333","86,8",2018
200510401,Vakıf,BAHÇEŞEHİR ÜNİVERSİTESİ ,Mimarlık ve Tasarım Fakültesi,SAY,Ücretli,72,---,72,44,---,44,28,"% 61,1",---,---,Dolmadı,Dolmadı,"332,82152",Dolmadı,Dolmadı,---,"433,60227","86,7",2018
200510419,Vakıf,BAHÇEŞEHİR ÜNİVERSİTESİ ,Mimarlık ve Tasarım Fakültesi,SAY,Burslu,10,---,10,10,---,10,---,"% 100,0",---,---,"435,54763",---,"448,66159",31.500,---,---,"422,52000","84,5",2018
2018
200511426,Vakıf,BAHÇEŞEHİR ÜNİVERSİTESİ ,Mimarlık ve Tasarım Fakültesi,SAY,%25 İndirimli,18,---,18,18,---,18,---,"% 100,0",1,---,"347,67619",---,"393,65718",94.256,---,---,"430,45556","86,1",2018
200611682,Vakıf,BAŞKENT ÜNİVERSİTESİ ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,SAY,Ücretli,26,---,26,26,---,26,---,"% 100,0",---,---,"290,11600",---,"320,77978",176.333,---,---,"419,64423","83,9",2018
200611691,Vakıf,BAŞKENT ÜNİVERSİTESİ ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,SAY,Burslu,6,---,6,6,---,6,---,"% 100,0",---,---,"425,40891",---,"437,70900",36.922,---,---,"447,71667","89,5",2018
200611707,Vakıf,BAŞKENT ÜNİVERSİTESİ ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,SAY,%50 İndirimli,13,---,13,13,---,13,---,"% 100,0",---,---,"376,70616",---,"415,81211",68.787,---,---,"455,91923","91,2",2018
200611716,Vakıf,BAŞKENT ÜNİVERSİTESİ ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,SAY,%25 İndirimli,15,---,15,15,---,15,---,"% 100,0",---,---,"330,46993",---,"370,09959",113.459,---,---,"430,59000","86,1",2018
200710365,Vakıf,BEYKENT ÜNİVERSİTESİ ,Mühendislik-Mimarlık Fakültesi,SAY,Burslu,9,---,9,9,---,9,---,"% 100,0",---,---,"399,91403",---,"412,22098",52.313,---,---,"439,36111","87,9",2018
2018
200710611,Vakıf,BEYKENT ÜNİVERSİTESİ ,Mühendislik-Mimarlık Fakültesi,SAY,%50 İndirimli,18,---,18,18,---,18,---,"% 100,0",1,1,"301,44485",---,"348,86772",155.406,---,---,"414,98333","83,0",2018
200711415,Vakıf,BEYKENT ÜNİVERSİTESİ ,Mühendislik-Mimarlık Fakültesi,SAY,Burslu,6,---,6,6,---,6,---,"% 100,0",---,---,"414,88313",---,"425,31969",42.944,---,---,"447,65000","89,5",2018
2018
200712194,Vakıf,BEYKENT ÜNİVERSİTESİ ,Mühendislik-Mimarlık Fakültesi,SAY,%50 İndirimli,9,---,9,9,---,9,---,"% 100,0",---,---,"319,46724",---,"362,35213",127.737,---,---,"416,55000","83,3",2018
200851520,Vakıf,BEYKOZ ÜNİVERSİTESİ ,Mühendislik ve Mimarlık Fakültesi,SAY,Burslu,6,---,6,6,---,6,---,"% 100,0",---,---,"343,70043",---,"366,63677",98.342,---,---,"438,61667","87,7",2018
200851521,Vakıf,BEYKOZ ÜNİVERSİTESİ ,Mühendislik ve Mimarlık Fakültesi,SAY,%75 İndirimli,6,---,6,6,---,6,---,"% 100,0",---,---,"299,93349",---,"330,39150",158.013,---,---,"412,72500","82,5",2018
200851522,Vakıf,BEYKOZ ÜNİVERSİTESİ ,Mühendislik ve Mimarlık Fakültesi,SAY,%50 İndirimli,48,---,48,9,---,9,39,"% 18,8",1,---,Dolmadı,Dolmadı,"293,47548",Dolmadı,Dolmadı,2,"402,11111","80,4",2018
201110359,Vakıf,ÇANKAYA ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,Ücretli,14,---,14,14,---,14,---,"% 100,0",1,---,"279,34537",---,"307,23949",200.180,---,---,"405,48571","81,1",2018
201110368,Vakıf,ÇANKAYA ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,Burslu,7,---,7,7,---,7,---,"% 100,0",---,---,"415,11068",---,"424,56041",42.799,---,---,"443,01429","88,6",2018
201110377,Vakıf,ÇANKAYA ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,%50 İndirimli,40,---,40,40,---,40,---,"% 100,0",---,---,"339,07167",---,"381,08400",103.288,---,---,"435,09125","87,0",2018
201190049,Vakıf,ÇANKAYA ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,%25 İndirimli,9,---,9,9,---,9,---,"% 100,0",1,---,"309,53236",---,"334,59676",142.223,---,---,"441,87222","88,4",2018
201210419,Vakıf,DOĞUŞ ÜNİVERSİTESİ ,Sanat ve Tasarım Fakültesi,SAY,Burslu,7,---,7,7,---,7,---,"% 100,0",---,---,"392,02640",---,"406,13338",57.584,---,1,"419,60000","83,9",2018
201210428,Vakıf,DOĞUŞ ÜNİVERSİTESİ ,Sanat ve Tasarım Fakültesi,SAY,%50 İndirimli,53,---,53,53,---,53,---,"% 100,0",3,3,"266,31058",---,"365,19379",234.694,---,1,"403,70660","80,7",2018
201410083,Vakıf,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ ,Mimarlık ve Tasarım Fakültesi,SAY,Burslu,15,---,15,15,---,15,---,"% 100,0",---,---,"403,00305",---,"422,88927",50.312,---,---,"430,24333","86,0",2018
201410092,Vakıf,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ ,Mimarlık ve Tasarım Fakültesi,SAY,%50 İndirimli,20,---,20,20,---,20,---,"% 100,0",---,---,"352,04569",---,"389,26111",90.010,---,---,"435,51750","87,1",2018
201410444,Vakıf,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ ,Mimarlık ve Tasarım Fakültesi,SAY,%25 İndirimli,30,---,30,25,---,25,5,"% 83,3",1,---,Dolmadı,Dolmadı,"349,25698",Dolmadı,Dolmadı,---,"416,43000","83,3",2018
201910218,Vakıf,HALİÇ ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,Burslu,9,---,9,9,---,9,---,"% 100,0",---,---,"391,82112",---,"437,56854",57.719,---,---,"417,41667","83,5",2018
2018
201910606,Vakıf,HALİÇ ÜNİVERSİTESİ ,Mimarlık Fakültesi,SAY,%50 İndirimli,41,---,41,41,---,41,---,"% 100,0",---,---,"283,54726",---,"363,51842",190.489,---,1,"422,58049","84,5",2018
201610151,Vakıf,HASAN KALYONCU ÜNİVERSİTESİ ,Güzel Sanatlar ve Mimarlık Fakültesi,SAY,Ücretli,35,---,35,14,---,14,21,"% 40,0",---,---,Dolmadı,Dolmadı,"284,92370",Dolmadı,Dolmadı,---,"420,04643","84,0",2018
201610169,Vakıf,HASAN KALYONCU ÜNİVERSİTESİ ,Güzel Sanatlar ve Mimarlık Fakültesi,SAY,Burslu,7,---,7,7,---,7,---,"% 100,0",---,---,"382,12090",---,"415,58866",64.646,---,---,"440,93571","88,2",2018
201610178,Vakıf,HASAN KALYONCU ÜNİVERSİTESİ ,Güzel Sanatlar ve Mimarlık Fakültesi,SAY,%50 İndirimli,8,---,8,8,---,8,---,"% 100,0",---,---,"332,10880",---,"370,55496",111.409,---,1,"436,36875","87,3",2018
201610187,Vakıf,HASAN KALYONCU ÜNİVERSİTESİ ,Güzel Sanatlar ve Mimarlık Fakültesi,SAY,%25 İndirimli,20,---,20,20,---,20,---,"% 100,0",---,---,"287,00536",---,"331,20790",182.891,---,---,"402,00000","80,4",2018
202011601,Vakıf,IŞIK ÜNİVERSİTESİ ,Mimarlık ve Tasarım Fakültesi,SAY,Ücretli,5,---,5,---,---,0,5,"% 0,0",---,---,Dolmadı,Dolmadı,---,Dolmadı,Dolmadı,---,---,---,2018
202011619,Vakıf,IŞIK ÜNİVERSİTESİ ,Mimarlık ve Tasarım Fakültesi,SAY,Burslu,5,---,5,5,---,5,---,"% 100,0",---,---,"401,88991",---,"425,34802",51.049,---,---,"410,27000","82,1",2018
2018
202011628,Vakıf,IŞIK ÜNİVERSİTESİ ,Mimarlık ve Tasarım Fakültesi,SAY,%50 İndirimli,40,---,40,15,---,15,25,"% 37,5",1,---,Dolmadı,Dolmadı,"369,05026",Dolmadı,Dolmadı,---,"399,12333","79,8",2018
202011337,Vakıf,IŞIK ÜNİVERSİTESİ ,Mimarlık ve Tasarım Fakültesi,SAY,Ücretli,5,---,5,---,---,0,5,"% 0,0",---,---,Dolmadı,Dolmadı,---,Dolmadı,Dolmadı,---,---,---,2018
202011346,Vakıf,IŞIK ÜNİVERSİTESİ ,Mimarlık ve Tasarım Fakültesi,SAY,Burslu,5,---,5,5,---,5,---,"% 100,0",---,---,"405,69518",---,"425,43969",48.525,---,---,"453,99000","90,8",2018
2018
202011355,Vakıf,IŞIK ÜNİVERSİTESİ ,Mimarlık ve Tasarım Fakültesi,SAY,%50 İndirimli,40,---,40,22,---,22,18,"% 55,0",---,1,Dolmadı,Dolmadı,"361,35785",Dolmadı,Dolmadı,---,"416,46818","83,3",2018
202111063,Vakıf,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,SAY,Ücretli,45,---,45,45,---,45,---,"% 100,0",---,---,"394,38149",---,"435,96432",55.960,---,1,"454,29333","90,9",2018
202111072,Vakıf,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,SAY,Burslu,7,---,7,7,---,7,---,"% 100,0",---,---,"508,28313",---,"521,94401",4.075,---,---,"475,75000","95,2",2018
202111081,Vakıf,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,SAY,%50 İndirimli,18,---,18,18,---,18,---,"% 100,0",---,---,"437,44437",---,"468,47354",30.496,---,---,"458,09722","91,6",2018
202310451,Vakıf,İSTANBUL AREL ÜNİVERSİTESİ ,Mühendislik-Mimarlık Fakültesi,SAY,Ücretli,10,---,10,1,---,1,9,"% 10,0",---,---,Dolmadı,Dolmadı,"265,45325",Dolmadı,Dolmadı,---,"353,95000","70,8",2018
202310469,Vakıf,İSTANBUL AREL ÜNİVERSİTESİ ,Mühendislik-Mimarlık Fakültesi,SAY,Burslu,7,---,7,7,---,7,---,"% 100,0",---,---,"375,69084",---,"397,71659",69.600,---,---,"426,27143","85,3",2018
2018
202310936,Vakıf,İSTANBUL AREL ÜNİVERSİTESİ ,Mühendislik-Mimarlık Fakültesi,SAY,%50 İndirimli,39,---,39,35,---,35,4,"% 89,7",1,---,Dolmadı,Dolmadı,"346,96112",Dolmadı,Dolmadı,2,"393,08143","78,6",2018
202410168,Vakıf,İSTANBUL AYDIN ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,SAY,Burslu,10,---,10,10,---,10,---,"% 100,0",---,---,"400,58881",---,"408,64729",51.860,---,---,"425,30500","85,1",2018
202410177,Vakıf,İSTANBUL AYDIN ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,SAY,%50 İndirimli,90,---,90,90,---,90,---,"% 100,0",---,---,"277,54479",---,"364,77662",204.586,---,---,"420,93611","84,2",2018
205090041,Vakıf,İSTANBUL AYVANSARAY ÜNİVERSİTESİ,"Güzel Sanatlar, Tasarım ve Mimarlık Fakültesi",SAY,Burslu,3,---,3,3,---,3,---,"% 100,0",---,---,"366,17120",---,"367,92288",77.304,---,---,"433,05000","86,6",2018
2018
202510801,Vakıf,İSTANBUL BİLGİ ÜNİVERSİTESİ,Mimarlık Fakültesi,SAY,Ücretli,56,---,56,56,---,56,---,"% 100,0",2,---,"278,53982",---,"402,16790",202.073,---,---,"430,02679","86,0",2018
202510819,Vakıf,İSTANBUL BİLGİ ÜNİVERSİTESİ,Mimarlık Fakültesi,SAY,Burslu,7,---,7,7,---,7,---,"% 100,0",---,---,"444,04927",---,"455,69763",27.215,---,---,"452,97143","90,6",2018
202511111,Vakıf,İSTANBUL BİLGİ ÜNİVERSİTESİ,Mimarlık Fakültesi,SAY,%50 İndirimli,7,---,7,7,---,7,---,"% 100,0",---,---,"406,06966",---,"427,10676",48.284,---,---,"442,21429","88,4",2018
2018
207510179,Vakıf,İSTANBUL ESENYURT ÜNİVERSİTESİ,Mühendislik ve Mimarlık Fakültesi,SAY,Burslu,7,---,7,7,---,7,---,"% 100,0",---,---,"362,53806",---,"382,42292",80.425,---,---,"414,81429","83,0",2018
207510549,Vakıf,İSTANBUL ESENYURT ÜNİVERSİTESİ,Mühendislik ve Mimarlık Fakültesi,SAY,%75 İndirimli,15,---,15,15,---,15,---,"% 100,0",---,---,"316,44313",---,"337,40914",131.954,---,---,"397,29333","79,5",2018
207510188,Vakıf,İSTANBUL ESENYURT ÜNİVERSİTESİ,Mühendislik ve Mimarlık Fakültesi,SAY,%50 İndirimli,48,---,48,12,---,12,36,"% 25,0",2,2,Dolmadı,Dolmadı,"293,45805",Dolmadı,Dolmadı,---,"401,97500","80,4",2018
201710062,Vakıf,İSTANBUL GEDİK ÜNİVERSİTESİ,Güzel Sanatlar ve Mimarlık Fakültesi,SAY,Burslu,7,---,7,7,---,7,---,"% 100,0",---,---,"380,70240",---,"404,63038",65.706,---,---,"426,60000","85,3",2018
2018
