AFYON KOCATEPE ÜNİVERSİTESİ,lisans.php?y=100410696,False,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Biyomedikal Mühendisliği,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Biyomedikal Mühendisliği
AFYON KOCATEPE ÜNİVERSİTESİ,lisans.php?y=100430585,False,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Biyomedikal Mühendisliği(İÖ),AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Biyomedikal Mühendisliği(İÖ)
AFYON KOCATEPE ÜNİVERSİTESİ,lisans.php?y=100410872,False,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Biyomedikal Mühendisliği(KKTC Uyruklu),AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Biyomedikal Mühendisliği(KKTC Uyruklu)
AFYON KOCATEPE ÜNİVERSİTESİ,lisans.php?y=100410069,False,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Coğrafya,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Coğrafya
AFYON KOCATEPE ÜNİVERSİTESİ,lisans.php?y=100430267,False,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Coğrafya(İÖ),AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Coğrafya(İÖ)
AFYON KOCATEPE ÜNİVERSİTESİ,lisans.php?y=100410078,False,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Çağdaş Türk Lehçeleri ve Edebiyatları,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Çağdaş Türk Lehçeleri ve Edebiyatları
AFYON KOCATEPE ÜNİVERSİTESİ,lisans.php?y=100430319,False,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Çağdaş Türk Lehçeleri ve Edebiyatları(İÖ),AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Çağdaş Türk Lehçeleri ve Edebiyatları(İÖ)
AFYON KOCATEPE ÜNİVERSİTESİ,lisans.php?y=100490191,False,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Çocuk Gelişimi(Yüksekokul),AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Çocuk Gelişimi(Yüksekokul)
AFYON KOCATEPE ÜNİVERSİTESİ,lisans.php?y=100410633,False,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Elektrik Mühendisliği,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Elektrik Mühendisliği
AFYON KOCATEPE ÜNİVERSİTESİ,lisans.php?y=100410651,False,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Elektrik-Elektronik Mühendisliği,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Elektrik-Elektronik Mühendisliği
AFYON KOCATEPE ÜNİVERSİTESİ,lisans.php?y=100430461,False,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Elektrik-Elektronik Mühendisliği(İÖ),AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Elektrik-Elektronik Mühendisliği(İÖ)
AFYON KOCATEPE ÜNİVERSİTESİ,lisans.php?y=100410669,False,AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Elektrik-Elektronik Mühendisliği(M.T.O.K.),AFYONKARAHİSAR,AFYON KOCATEPE ÜNİVERSİTESİ,Elektrik-Elektronik Mühendisliği(M.T.O.K.)
